Sales_Rep,Date,Region,Customer,Activity_Type,Product
Rep_19,2025-02-05,Germany,Customer_414,Email,Product_29
Rep_13,2025-04-14,Italy,Customer_85,Visit,Product_10
Rep_10,2024-08-29,Spain,Customer_484,Visit,Product_37
Rep_6,2025-03-16,Germany,Customer_245,Visit,Product_24
Rep_20,2024-12-31,Spain,Customer_464,Visit,Product_23
Rep_8,2025-02-23,Germany,Customer_6,Visit,Product_26
Rep_4,2024-08-06,France,Customer_331,Email,Product_21
Rep_6,2024-05-14,Italy,Customer_358,Email,Product_33
Rep_16,2025-04-25,Germany,Customer_387,Visit,Product_46
Rep_17,2024-07-07,France,Customer_79,Visit,Product_15
Rep_20,2025-03-28,Italy,Customer_133,Visit,Product_7
Rep_18,2024-08-01,France,Customer_123,Phone Call,Product_21
Rep_1,2025-02-24,Spain,Customer_331,Visit,Product_42
Rep_4,2024-12-23,France,Customer_477,Visit,Product_23
Rep_8,2025-01-30,Germany,Customer_273,Visit,Product_35
Rep_3,2024-05-14,Germany,Customer_110,Email,Product_37
Rep_14,2024-10-22,France,Customer_102,Email,Product_36
Rep_12,2024-07-01,Spain,Customer_453,Email,Product_6
Rep_18,2024-07-08,Spain,Customer_252,Email,Product_14
Rep_10,2024-11-17,Spain,Customer_187,Email,Product_18
Rep_20,2024-12-08,Germany,Customer_125,Phone Call,Product_30
Rep_13,2024-05-28,Spain,Customer_329,Phone Call,Product_3
Rep_17,2024-11-24,Italy,Customer_422,Email,Product_33
Rep_11,2024-09-13,Spain,Customer_389,Phone Call,Product_5
Rep_18,2024-08-06,Italy,Customer_20,Visit,Product_24
Rep_18,2025-01-28,Spain,Customer_500,Visit,Product_3
Rep_15,2024-07-19,France,Customer_333,Visit,Product_7
Rep_16,2024-11-06,Germany,Customer_142,Email,Product_7
Rep_16,2024-09-12,Germany,Customer_488,Visit,Product_39
Rep_5,2025-01-25,Italy,Customer_431,Visit,Product_41
Rep_2,2025-04-20,Germany,Customer_232,Email,Product_33
Rep_17,2024-10-31,Spain,Customer_442,Phone Call,Product_30
Rep_19,2024-08-10,Spain,Customer_414,Phone Call,Product_10
Rep_8,2025-05-13,Germany,Customer_351,Email,Product_49
Rep_20,2025-01-20,Germany,Customer_462,Phone Call,Product_12
Rep_16,2025-01-15,Spain,Customer_267,Visit,Product_1
Rep_15,2025-02-22,France,Customer_18,Visit,Product_36
Rep_17,2024-08-27,France,Customer_482,Phone Call,Product_25
Rep_20,2025-01-30,Italy,Customer_463,Email,Product_39
Rep_14,2025-02-11,Spain,Customer_257,Visit,Product_6
Rep_5,2024-07-25,Italy,Customer_183,Email,Product_10
Rep_5,2024-06-20,Italy,Customer_498,Phone Call,Product_34
Rep_4,2024-09-25,Italy,Customer_149,Email,Product_15
Rep_7,2024-11-19,Italy,Customer_446,Email,Product_22
Rep_18,2024-08-26,France,Customer_54,Visit,Product_14
Rep_2,2024-09-26,Germany,Customer_185,Email,Product_44
Rep_4,2024-12-08,Spain,Customer_157,Phone Call,Product_22
Rep_5,2024-12-27,Germany,Customer_394,Visit,Product_43
Rep_18,2024-08-30,Germany,Customer_57,Visit,Product_21
Rep_14,2024-08-05,Germany,Customer_50,Visit,Product_44
Rep_17,2024-08-31,Italy,Customer_92,Email,Product_14
Rep_16,2024-12-13,France,Customer_474,Visit,Product_32
Rep_11,2024-10-12,Spain,Customer_371,Email,Product_17
Rep_9,2024-06-07,Spain,Customer_461,Email,Product_13
Rep_5,2024-07-20,Germany,Customer_281,Visit,Product_48
Rep_5,2024-10-05,Germany,Customer_382,Visit,Product_12
Rep_5,2024-06-26,Italy,Customer_382,Email,Product_29
Rep_5,2024-12-28,France,Customer_325,Visit,Product_17
Rep_20,2025-04-30,France,Customer_460,Phone Call,Product_18
Rep_1,2025-01-21,Spain,Customer_300,Phone Call,Product_36
Rep_15,2024-06-18,Italy,Customer_183,Phone Call,Product_4
Rep_7,2024-11-29,Germany,Customer_69,Email,Product_17
Rep_8,2025-04-09,Italy,Customer_499,Phone Call,Product_19
Rep_15,2024-07-05,Germany,Customer_284,Email,Product_22
Rep_8,2025-02-14,Italy,Customer_426,Phone Call,Product_4
Rep_13,2025-04-15,Germany,Customer_116,Visit,Product_5
Rep_9,2025-05-04,Italy,Customer_366,Email,Product_46
Rep_19,2025-05-03,France,Customer_439,Email,Product_33
Rep_2,2024-11-07,Italy,Customer_340,Phone Call,Product_14
Rep_7,2024-07-07,Italy,Customer_165,Phone Call,Product_35
Rep_16,2024-10-24,Italy,Customer_488,Phone Call,Product_35
Rep_19,2024-08-22,Italy,Customer_314,Visit,Product_42
Rep_14,2025-04-26,Italy,Customer_474,Email,Product_17
Rep_1,2025-02-21,Germany,Customer_300,Visit,Product_21
Rep_19,2024-12-07,Spain,Customer_414,Email,Product_12
Rep_7,2024-07-27,Spain,Customer_77,Email,Product_48
Rep_2,2025-03-04,Spain,Customer_73,Phone Call,Product_11
Rep_4,2025-03-16,Italy,Customer_359,Phone Call,Product_16
Rep_9,2024-07-20,France,Customer_361,Phone Call,Product_20
Rep_6,2025-02-24,Italy,Customer_112,Visit,Product_13
Rep_14,2024-06-08,Italy,Customer_452,Phone Call,Product_1
Rep_7,2024-08-23,Spain,Customer_74,Phone Call,Product_29
Rep_18,2024-10-31,Germany,Customer_145,Email,Product_44
Rep_18,2024-09-17,France,Customer_207,Phone Call,Product_46
Rep_20,2024-10-06,France,Customer_393,Visit,Product_45
Rep_9,2024-11-27,Italy,Customer_37,Visit,Product_5
Rep_2,2024-06-01,Germany,Customer_185,Email,Product_38
Rep_15,2024-09-23,Germany,Customer_102,Email,Product_15
Rep_6,2025-04-01,Spain,Customer_39,Visit,Product_38
Rep_4,2025-04-12,Spain,Customer_222,Visit,Product_48
Rep_12,2024-10-11,Italy,Customer_121,Visit,Product_24
Rep_9,2025-02-22,France,Customer_1,Visit,Product_3
Rep_3,2025-02-17,Spain,Customer_44,Visit,Product_13
Rep_6,2024-10-09,Spain,Customer_56,Visit,Product_27
Rep_1,2024-12-12,Germany,Customer_432,Visit,Product_17
Rep_8,2024-06-30,France,Customer_141,Email,Product_45
Rep_20,2025-03-08,France,Customer_401,Visit,Product_40
Rep_12,2025-02-12,France,Customer_323,Phone Call,Product_35
Rep_14,2025-02-13,Spain,Customer_391,Visit,Product_48
Rep_3,2024-12-09,Spain,Customer_372,Email,Product_8
Rep_16,2024-12-20,Spain,Customer_107,Visit,Product_17
Rep_15,2024-07-11,Spain,Customer_417,Visit,Product_13
Rep_4,2025-01-22,Spain,Customer_430,Phone Call,Product_42
Rep_10,2024-05-26,Germany,Customer_320,Email,Product_44
Rep_13,2024-09-08,Italy,Customer_231,Email,Product_7
Rep_17,2025-01-07,France,Customer_287,Email,Product_3
Rep_6,2024-11-01,Italy,Customer_13,Email,Product_20
Rep_15,2024-11-29,Germany,Customer_281,Visit,Product_21
Rep_10,2025-03-04,France,Customer_373,Phone Call,Product_42
Rep_4,2024-12-22,Italy,Customer_418,Visit,Product_23
Rep_15,2024-10-21,Italy,Customer_438,Visit,Product_1
Rep_4,2024-08-02,Spain,Customer_198,Visit,Product_41
Rep_2,2024-11-11,France,Customer_171,Email,Product_3
Rep_11,2024-07-31,France,Customer_169,Phone Call,Product_42
Rep_16,2024-10-12,Germany,Customer_204,Email,Product_37
Rep_6,2024-06-16,Germany,Customer_285,Visit,Product_4
Rep_17,2024-06-19,Germany,Customer_95,Email,Product_48
Rep_8,2024-12-06,Spain,Customer_273,Phone Call,Product_32
Rep_1,2024-10-16,Italy,Customer_58,Visit,Product_50
Rep_2,2024-06-29,Germany,Customer_208,Visit,Product_6
Rep_6,2024-11-25,Spain,Customer_3,Visit,Product_7
Rep_8,2025-01-29,Germany,Customer_160,Email,Product_39
Rep_20,2024-11-10,France,Customer_258,Phone Call,Product_16
Rep_15,2025-02-28,Spain,Customer_72,Phone Call,Product_44
Rep_7,2025-01-21,Italy,Customer_365,Visit,Product_6
Rep_14,2024-07-17,France,Customer_379,Phone Call,Product_18
Rep_3,2024-05-25,Italy,Customer_101,Visit,Product_11
Rep_6,2024-07-30,France,Customer_308,Email,Product_47
Rep_18,2024-08-11,France,Customer_163,Phone Call,Product_15
Rep_15,2024-08-14,Spain,Customer_29,Phone Call,Product_50
Rep_14,2024-06-18,Germany,Customer_64,Visit,Product_29
Rep_20,2024-12-31,Germany,Customer_125,Phone Call,Product_31
Rep_10,2024-10-06,Spain,Customer_335,Visit,Product_1
Rep_3,2024-10-17,France,Customer_44,Email,Product_36
Rep_17,2024-06-09,Germany,Customer_100,Email,Product_25
Rep_16,2025-04-22,Germany,Customer_387,Visit,Product_4
Rep_20,2025-03-30,Spain,Customer_168,Visit,Product_23
Rep_3,2024-12-11,Spain,Customer_201,Email,Product_50
Rep_18,2024-08-03,France,Customer_36,Phone Call,Product_26
Rep_7,2024-12-03,Germany,Customer_109,Visit,Product_5
Rep_5,2024-07-29,Germany,Customer_382,Visit,Product_37
Rep_3,2024-08-05,Italy,Customer_420,Visit,Product_23
Rep_3,2024-11-19,France,Customer_201,Phone Call,Product_19
Rep_13,2024-06-17,Germany,Customer_112,Email,Product_42
Rep_7,2024-07-26,France,Customer_295,Phone Call,Product_15
Rep_12,2025-05-07,Germany,Customer_286,Phone Call,Product_44
Rep_7,2025-04-11,France,Customer_70,Email,Product_42
Rep_20,2024-06-20,France,Customer_462,Email,Product_5
Rep_9,2024-11-28,Germany,Customer_27,Email,Product_10
Rep_4,2024-07-02,Spain,Customer_197,Email,Product_41
Rep_8,2025-01-02,Spain,Customer_254,Visit,Product_15
Rep_7,2024-07-27,France,Customer_446,Phone Call,Product_15
Rep_17,2024-12-12,Germany,Customer_357,Phone Call,Product_16
Rep_12,2024-12-23,Spain,Customer_323,Email,Product_1
Rep_2,2024-11-30,France,Customer_118,Visit,Product_48
Rep_19,2025-01-16,Italy,Customer_23,Phone Call,Product_36
Rep_9,2025-01-09,Germany,Customer_461,Phone Call,Product_44
Rep_2,2024-10-27,Italy,Customer_170,Visit,Product_21
Rep_1,2025-01-01,Spain,Customer_369,Email,Product_24
Rep_18,2024-10-13,France,Customer_163,Phone Call,Product_12
Rep_14,2025-04-13,Italy,Customer_257,Visit,Product_21
Rep_16,2025-01-16,Spain,Customer_444,Phone Call,Product_12
Rep_7,2025-05-02,France,Customer_376,Phone Call,Product_37
Rep_19,2024-08-22,France,Customer_314,Phone Call,Product_44
Rep_7,2025-01-29,Germany,Customer_74,Visit,Product_7
Rep_1,2025-03-19,Germany,Customer_151,Phone Call,Product_41
Rep_1,2024-11-12,France,Customer_296,Phone Call,Product_28
Rep_7,2025-01-16,Germany,Customer_70,Email,Product_7
Rep_2,2025-01-12,Spain,Customer_330,Phone Call,Product_25
Rep_15,2025-01-02,Germany,Customer_268,Email,Product_47
Rep_13,2025-03-15,Spain,Customer_262,Phone Call,Product_42
Rep_3,2024-05-24,France,Customer_167,Phone Call,Product_43
Rep_18,2024-09-26,France,Customer_294,Visit,Product_7
Rep_1,2024-09-24,Germany,Customer_369,Phone Call,Product_36
Rep_11,2025-03-07,Germany,Customer_303,Phone Call,Product_50
Rep_17,2025-03-15,Germany,Customer_336,Visit,Product_36
Rep_7,2024-07-31,France,Customer_364,Email,Product_22
Rep_1,2025-02-09,Spain,Customer_400,Phone Call,Product_50
Rep_20,2025-01-18,Italy,Customer_340,Visit,Product_20
Rep_13,2024-05-26,Germany,Customer_112,Phone Call,Product_25
Rep_9,2024-07-28,Germany,Customer_72,Phone Call,Product_35
Rep_15,2024-10-31,France,Customer_392,Visit,Product_23
Rep_19,2024-08-04,Italy,Customer_447,Email,Product_32
Rep_14,2024-11-30,Spain,Customer_391,Visit,Product_11
Rep_7,2025-02-01,Spain,Customer_234,Visit,Product_50
Rep_14,2024-08-03,France,Customer_50,Phone Call,Product_38
Rep_15,2025-03-29,Germany,Customer_183,Visit,Product_4
Rep_8,2024-05-15,Italy,Customer_451,Phone Call,Product_32
Rep_3,2024-07-07,Italy,Customer_499,Phone Call,Product_44
Rep_12,2024-08-12,Germany,Customer_262,Visit,Product_42
Rep_10,2024-11-05,Germany,Customer_484,Visit,Product_16
Rep_15,2024-11-12,Spain,Customer_18,Phone Call,Product_50
Rep_15,2024-06-17,France,Customer_117,Phone Call,Product_50
Rep_4,2025-01-02,Spain,Customer_157,Email,Product_17
Rep_10,2024-08-28,Italy,Customer_16,Email,Product_44
Rep_13,2025-04-02,Germany,Customer_219,Email,Product_6
Rep_11,2025-01-20,Germany,Customer_132,Email,Product_43
Rep_17,2024-09-02,Italy,Customer_265,Visit,Product_12
Rep_10,2024-10-12,Germany,Customer_113,Email,Product_31
Rep_3,2024-09-17,France,Customer_158,Visit,Product_26
Rep_17,2025-02-23,France,Customer_33,Email,Product_13
Rep_3,2025-02-16,France,Customer_385,Email,Product_30
Rep_16,2025-05-11,France,Customer_115,Phone Call,Product_32
Rep_1,2025-01-25,Italy,Customer_465,Email,Product_26
Rep_12,2025-04-26,France,Customer_218,Email,Product_8
Rep_16,2025-02-14,Italy,Customer_468,Visit,Product_36
Rep_10,2024-09-05,Spain,Customer_118,Visit,Product_27
Rep_20,2025-04-18,Spain,Customer_168,Visit,Product_3
Rep_16,2025-01-28,France,Customer_212,Phone Call,Product_42
Rep_5,2024-06-16,Italy,Customer_48,Visit,Product_43
Rep_7,2025-01-06,Italy,Customer_34,Email,Product_18
Rep_16,2024-06-30,Germany,Customer_238,Visit,Product_5
Rep_19,2025-03-30,Spain,Customer_495,Phone Call,Product_9
Rep_8,2024-11-21,Italy,Customer_6,Email,Product_21
Rep_8,2024-10-03,Spain,Customer_172,Email,Product_50
Rep_4,2025-01-05,Germany,Customer_326,Email,Product_16
Rep_11,2025-01-09,Spain,Customer_46,Email,Product_41
Rep_6,2025-01-22,Italy,Customer_283,Email,Product_50
Rep_9,2024-06-16,France,Customer_480,Phone Call,Product_19
Rep_13,2024-08-10,France,Customer_85,Visit,Product_31
Rep_1,2025-04-12,Germany,Customer_205,Phone Call,Product_17
Rep_19,2024-07-04,Italy,Customer_115,Visit,Product_12
Rep_4,2024-10-18,France,Customer_359,Email,Product_24
Rep_11,2025-05-05,Spain,Customer_259,Visit,Product_26
Rep_15,2025-04-19,Germany,Customer_361,Visit,Product_46
Rep_4,2024-08-14,Italy,Customer_90,Visit,Product_39
Rep_18,2025-04-10,France,Customer_252,Email,Product_18
Rep_19,2024-05-19,Italy,Customer_302,Email,Product_11
Rep_11,2024-11-17,Germany,Customer_371,Visit,Product_45
Rep_5,2024-08-30,Germany,Customer_344,Visit,Product_9
Rep_11,2024-07-07,France,Customer_277,Visit,Product_14
Rep_8,2024-11-29,Spain,Customer_428,Email,Product_48
Rep_9,2025-04-06,Spain,Customer_182,Phone Call,Product_40
Rep_17,2025-01-13,Italy,Customer_271,Email,Product_30
Rep_8,2024-10-03,Spain,Customer_10,Email,Product_27
Rep_1,2025-02-24,France,Customer_275,Phone Call,Product_11
Rep_3,2025-01-30,France,Customer_167,Phone Call,Product_49
Rep_7,2024-07-08,Italy,Customer_494,Visit,Product_30
Rep_5,2024-06-26,Spain,Customer_159,Visit,Product_28
Rep_1,2024-11-26,France,Customer_409,Visit,Product_25
Rep_7,2024-09-14,Germany,Customer_74,Email,Product_32
Rep_15,2024-09-14,Italy,Customer_437,Visit,Product_36
Rep_1,2025-02-02,France,Customer_91,Visit,Product_21
Rep_5,2025-02-18,France,Customer_475,Visit,Product_43
Rep_6,2024-06-11,Italy,Customer_112,Phone Call,Product_32
Rep_3,2024-09-29,Germany,Customer_260,Phone Call,Product_36
Rep_15,2025-04-28,France,Customer_455,Visit,Product_22
Rep_16,2025-03-24,Italy,Customer_387,Visit,Product_14
Rep_20,2025-04-04,France,Customer_274,Phone Call,Product_6
Rep_3,2024-07-26,Spain,Customer_486,Email,Product_37
Rep_17,2024-07-29,Spain,Customer_144,Email,Product_5
Rep_5,2024-09-04,Spain,Customer_388,Visit,Product_31
Rep_1,2024-12-01,Germany,Customer_432,Phone Call,Product_24
Rep_14,2025-02-07,Spain,Customer_55,Visit,Product_30
Rep_11,2024-10-24,France,Customer_287,Email,Product_49
Rep_7,2025-01-20,France,Customer_160,Email,Product_19
Rep_3,2025-02-18,Germany,Customer_101,Visit,Product_28
Rep_20,2025-02-23,Italy,Customer_463,Visit,Product_32
Rep_1,2024-10-07,Italy,Customer_407,Visit,Product_4
Rep_8,2024-10-13,Italy,Customer_436,Email,Product_33
Rep_2,2024-05-26,Germany,Customer_248,Phone Call,Product_26
Rep_10,2024-07-07,Germany,Customer_320,Phone Call,Product_3
Rep_10,2024-10-31,Spain,Customer_396,Visit,Product_32
Rep_10,2024-06-11,Italy,Customer_235,Visit,Product_7
Rep_5,2024-09-01,France,Customer_166,Email,Product_10
Rep_1,2025-01-12,Italy,Customer_355,Phone Call,Product_18
Rep_13,2025-01-24,Germany,Customer_381,Email,Product_45
Rep_9,2024-07-12,Italy,Customer_266,Email,Product_37
Rep_2,2024-12-03,France,Customer_473,Visit,Product_9
Rep_15,2024-07-25,France,Customer_183,Phone Call,Product_12
Rep_17,2025-03-31,Spain,Customer_111,Phone Call,Product_40
Rep_2,2025-01-01,France,Customer_171,Email,Product_47
Rep_9,2024-11-19,Spain,Customer_366,Visit,Product_29
Rep_16,2024-09-25,Spain,Customer_193,Phone Call,Product_19
Rep_3,2024-07-12,Italy,Customer_486,Phone Call,Product_38
Rep_1,2024-12-26,Spain,Customer_91,Visit,Product_2
Rep_9,2024-07-09,France,Customer_26,Visit,Product_21
Rep_4,2025-04-18,France,Customer_359,Visit,Product_39
Rep_8,2024-12-21,Spain,Customer_436,Phone Call,Product_36
Rep_9,2024-10-26,France,Customer_421,Visit,Product_47
Rep_7,2024-08-23,Italy,Customer_165,Visit,Product_38
Rep_1,2025-02-24,Spain,Customer_296,Email,Product_49
Rep_18,2024-08-03,Spain,Customer_247,Visit,Product_4
Rep_5,2024-06-27,Germany,Customer_470,Phone Call,Product_42
Rep_7,2025-05-13,Germany,Customer_69,Visit,Product_30
Rep_15,2024-07-13,France,Customer_29,Visit,Product_14
Rep_1,2024-07-06,Spain,Customer_53,Email,Product_37
Rep_20,2024-10-31,Germany,Customer_28,Visit,Product_40
Rep_12,2025-05-03,Spain,Customer_289,Visit,Product_11
Rep_9,2025-04-07,Italy,Customer_127,Phone Call,Product_19
Rep_18,2024-12-07,Spain,Customer_294,Visit,Product_38
Rep_17,2024-10-24,Italy,Customer_482,Email,Product_36
Rep_15,2025-05-11,France,Customer_333,Visit,Product_40
Rep_1,2024-07-21,Germany,Customer_251,Phone Call,Product_7
Rep_20,2025-04-03,Germany,Customer_299,Visit,Product_2
Rep_2,2024-05-27,Spain,Customer_405,Email,Product_14
Rep_4,2024-09-06,France,Customer_278,Phone Call,Product_7
Rep_13,2025-02-28,Germany,Customer_138,Phone Call,Product_42
Rep_18,2024-11-11,Italy,Customer_347,Phone Call,Product_38
Rep_13,2024-12-21,France,Customer_381,Phone Call,Product_9
Rep_15,2024-06-15,France,Customer_100,Email,Product_7
Rep_6,2025-02-02,Germany,Customer_9,Phone Call,Product_14
Rep_4,2024-10-02,France,Customer_345,Email,Product_38
Rep_20,2025-01-19,Germany,Customer_125,Phone Call,Product_9
Rep_16,2025-05-07,Italy,Customer_378,Visit,Product_37
Rep_7,2024-06-20,Germany,Customer_297,Email,Product_50
Rep_19,2024-06-21,Italy,Customer_447,Visit,Product_37
Rep_12,2024-11-20,Italy,Customer_218,Email,Product_22
Rep_20,2024-08-16,Germany,Customer_192,Email,Product_24
Rep_3,2024-12-01,Italy,Customer_101,Phone Call,Product_24
Rep_10,2024-05-29,Italy,Customer_187,Visit,Product_43
Rep_2,2024-05-24,France,Customer_478,Phone Call,Product_47
Rep_20,2025-04-12,Germany,Customer_453,Visit,Product_49
Rep_14,2025-02-12,France,Customer_452,Email,Product_18
Rep_9,2025-02-02,Germany,Customer_22,Email,Product_42
Rep_4,2025-03-21,France,Customer_469,Visit,Product_30
Rep_12,2024-12-27,Spain,Customer_242,Phone Call,Product_44
Rep_18,2024-06-15,Spain,Customer_57,Email,Product_19
Rep_16,2024-11-09,Spain,Customer_204,Email,Product_1
Rep_16,2025-03-28,Italy,Customer_139,Phone Call,Product_29
Rep_1,2024-08-21,France,Customer_300,Visit,Product_18
Rep_5,2025-02-23,Germany,Customer_395,Phone Call,Product_9
Rep_2,2024-12-26,Italy,Customer_481,Visit,Product_39
Rep_15,2024-08-20,Spain,Customer_418,Visit,Product_44
Rep_5,2025-02-09,Germany,Customer_159,Phone Call,Product_30
Rep_9,2024-12-17,Italy,Customer_135,Email,Product_23
Rep_11,2025-03-16,Spain,Customer_169,Visit,Product_5
Rep_12,2024-10-06,Germany,Customer_271,Visit,Product_16
Rep_16,2024-07-15,Italy,Customer_139,Email,Product_20
Rep_3,2024-08-13,Germany,Customer_89,Email,Product_5
Rep_7,2025-01-10,Germany,Customer_129,Email,Product_7
Rep_15,2024-06-29,Spain,Customer_348,Phone Call,Product_8
Rep_11,2025-01-31,Germany,Customer_46,Email,Product_6
Rep_10,2025-03-28,Germany,Customer_105,Visit,Product_1
Rep_13,2024-12-24,Spain,Customer_381,Visit,Product_43
Rep_7,2025-02-19,Italy,Customer_74,Phone Call,Product_41
Rep_20,2025-03-11,France,Customer_2,Phone Call,Product_37
Rep_13,2024-11-30,France,Customer_471,Email,Product_44
Rep_2,2024-07-14,France,Customer_171,Email,Product_32
Rep_9,2024-11-21,Germany,Customer_256,Visit,Product_1
Rep_7,2025-01-20,Germany,Customer_288,Email,Product_38
Rep_6,2025-05-10,Italy,Customer_303,Phone Call,Product_11
Rep_11,2025-01-11,Germany,Customer_283,Phone Call,Product_40
Rep_17,2024-08-15,Spain,Customer_3,Email,Product_12
Rep_9,2024-05-18,Germany,Customer_146,Phone Call,Product_3
Rep_10,2024-08-08,France,Customer_255,Visit,Product_45
Rep_13,2024-07-07,Italy,Customer_288,Email,Product_26
Rep_18,2025-02-11,Spain,Customer_51,Email,Product_48
Rep_8,2025-01-01,Italy,Customer_269,Visit,Product_43
Rep_4,2025-01-30,Spain,Customer_181,Phone Call,Product_45
Rep_19,2025-03-06,France,Customer_447,Email,Product_2
Rep_18,2025-04-16,Italy,Customer_96,Phone Call,Product_1
Rep_13,2024-07-08,Germany,Customer_364,Visit,Product_35
Rep_6,2025-04-13,Germany,Customer_285,Visit,Product_46
Rep_12,2025-01-15,Italy,Customer_121,Email,Product_27
Rep_7,2024-07-11,Spain,Customer_297,Visit,Product_1
Rep_10,2025-04-07,Germany,Customer_81,Email,Product_27
Rep_13,2025-03-05,France,Customer_196,Visit,Product_35
Rep_3,2025-03-23,France,Customer_47,Email,Product_47
Rep_18,2025-03-27,Germany,Customer_163,Email,Product_14
Rep_7,2024-12-28,France,Customer_317,Email,Product_13
Rep_7,2025-01-09,Germany,Customer_234,Phone Call,Product_30
Rep_5,2024-07-20,Spain,Customer_183,Visit,Product_49
Rep_5,2024-06-08,Spain,Customer_140,Email,Product_35
Rep_7,2024-06-23,France,Customer_360,Phone Call,Product_21
Rep_12,2024-08-29,Germany,Customer_313,Email,Product_45
Rep_8,2024-06-19,Germany,Customer_151,Email,Product_36
Rep_16,2024-08-25,Spain,Customer_378,Visit,Product_42
Rep_18,2025-01-09,Italy,Customer_500,Phone Call,Product_40
Rep_12,2024-11-10,Italy,Customer_206,Phone Call,Product_4
Rep_10,2024-12-23,Italy,Customer_328,Visit,Product_44
Rep_3,2025-03-11,France,Customer_201,Phone Call,Product_5
Rep_3,2024-08-21,Italy,Customer_101,Email,Product_13
Rep_7,2024-12-23,France,Customer_15,Visit,Product_22
Rep_20,2024-10-23,Spain,Customer_462,Phone Call,Product_28
Rep_15,2024-05-29,Germany,Customer_380,Email,Product_36
Rep_7,2025-02-12,France,Customer_347,Visit,Product_28
Rep_4,2024-06-11,Germany,Customer_209,Visit,Product_36
Rep_17,2024-07-06,Italy,Customer_481,Phone Call,Product_30
Rep_1,2025-03-30,Spain,Customer_403,Phone Call,Product_6
Rep_20,2024-11-04,Germany,Customer_148,Phone Call,Product_39
Rep_20,2024-06-04,Spain,Customer_108,Visit,Product_7
Rep_12,2024-09-24,Spain,Customer_395,Phone Call,Product_11
Rep_17,2024-09-19,Spain,Customer_342,Visit,Product_35
Rep_4,2024-08-19,France,Customer_157,Visit,Product_14
Rep_20,2025-01-15,France,Customer_168,Email,Product_10
Rep_5,2024-10-18,Spain,Customer_45,Phone Call,Product_41
Rep_19,2024-10-11,Germany,Customer_497,Phone Call,Product_45
Rep_16,2025-04-29,Italy,Customer_229,Visit,Product_38
Rep_5,2024-05-21,Italy,Customer_103,Visit,Product_13
Rep_11,2024-09-05,France,Customer_169,Phone Call,Product_18
Rep_13,2025-01-21,Germany,Customer_219,Email,Product_42
Rep_20,2024-08-14,France,Customer_120,Phone Call,Product_22
Rep_10,2024-08-03,Germany,Customer_113,Visit,Product_45
Rep_16,2025-03-10,Germany,Customer_41,Phone Call,Product_8
Rep_4,2024-06-16,Spain,Customer_216,Visit,Product_22
Rep_7,2024-12-29,Spain,Customer_297,Email,Product_17
Rep_5,2025-02-16,France,Customer_140,Email,Product_4
Rep_18,2024-07-07,Spain,Customer_492,Visit,Product_41
Rep_12,2024-08-17,Spain,Customer_264,Visit,Product_9
Rep_9,2025-04-16,France,Customer_306,Visit,Product_3
Rep_9,2024-12-02,Spain,Customer_263,Phone Call,Product_27
Rep_20,2024-08-03,Germany,Customer_258,Phone Call,Product_44
Rep_16,2024-11-04,Germany,Customer_107,Visit,Product_47
Rep_16,2024-09-14,Italy,Customer_201,Email,Product_1
Rep_8,2025-04-17,France,Customer_269,Phone Call,Product_15
Rep_3,2024-05-17,Germany,Customer_99,Email,Product_30
Rep_20,2025-03-06,Spain,Customer_386,Visit,Product_44
Rep_3,2024-08-18,France,Customer_89,Visit,Product_13
Rep_1,2024-10-23,Italy,Customer_162,Visit,Product_13
Rep_9,2024-12-23,Spain,Customer_135,Email,Product_31
Rep_16,2024-11-30,Germany,Customer_107,Phone Call,Product_30
Rep_9,2024-12-11,France,Customer_27,Visit,Product_19
Rep_9,2024-07-02,France,Customer_72,Phone Call,Product_31
Rep_15,2025-02-13,France,Customer_476,Phone Call,Product_4
Rep_14,2024-09-18,Germany,Customer_134,Visit,Product_18
Rep_4,2025-02-14,Italy,Customer_345,Phone Call,Product_26
Rep_16,2024-12-20,France,Customer_378,Visit,Product_34
Rep_5,2025-01-22,France,Customer_281,Visit,Product_32
Rep_6,2024-12-06,France,Customer_213,Email,Product_15
Rep_3,2024-10-10,Spain,Customer_157,Phone Call,Product_16
Rep_10,2025-05-06,Germany,Customer_233,Visit,Product_31
Rep_15,2024-07-29,Germany,Customer_380,Phone Call,Product_38
Rep_3,2024-09-05,Spain,Customer_167,Visit,Product_37
Rep_16,2024-06-18,France,Customer_267,Visit,Product_47
Rep_7,2024-11-01,Italy,Customer_377,Phone Call,Product_21
Rep_6,2025-01-20,France,Customer_303,Phone Call,Product_12
Rep_1,2025-01-14,Italy,Customer_133,Email,Product_20
Rep_8,2024-08-25,France,Customer_10,Email,Product_21
Rep_7,2024-08-13,Italy,Customer_104,Email,Product_49
Rep_11,2025-03-20,Italy,Customer_471,Visit,Product_39
Rep_8,2025-01-19,Germany,Customer_483,Visit,Product_20
Rep_8,2024-08-22,Italy,Customer_405,Visit,Product_49
Rep_13,2025-04-28,Spain,Customer_196,Email,Product_48
Rep_10,2025-03-09,Italy,Customer_16,Phone Call,Product_38
Rep_12,2024-09-08,Germany,Customer_307,Phone Call,Product_23
Rep_4,2024-06-14,Germany,Customer_418,Visit,Product_3
Rep_1,2024-10-02,France,Customer_344,Phone Call,Product_24
Rep_17,2024-07-08,Germany,Customer_271,Phone Call,Product_40
